Active users,New users,Message rate,Media sharing,Spam ratio,User sentiment,Server load,Time of day,Latency,Bandwidth usage,Traffic state,Optimal Route,Message type
31745,480,6335,0.16,0.03,positive,41,Night,62,243.1,Medium,Route B,text
30820,1956,4378,0.25,0.03,neutral,41,Afternoon,43,217.32,Low,Route A,text
528,43,94,0.08,0.2,negative,10,Evening,71,10.56,Medium,Route B,spam
40625,96,6558,0.28,0.04,positive,62,Evening,95,283.79,Medium,Route B,text
26772,1771,5347,0.5,0.05,positive,37,Evening,15,228.41,Low,Route A,text
32708,1094,5631,0.37,0.04,positive,52,Evening,79,263.66,Medium,Route B,video
33137,543,2357,0.09,0.01,positive,38,Night,68,209.59,Medium,Route B,text
30374,2669,2255,0.29,0.14,negative,40,Morning,93,219.9,High,Route C,text
5457,235,605,0.59,0.07,neutral,20,Evening,74,92.29,Medium,Route A,image
42682,3623,874,0.12,0.25,negative,39,Morning,136,243.74,High,Route B,video
47874,1534,3126,0.52,0.09,negative,46,Morning,31,310.82,Medium,Route B,text
829,82,129,0.17,0.01,positive,10,Evening,61,7.28,High,Route B,text
6344,508,666,0.37,0.1,neutral,20,Night,49,70.98,Low,Route A,text
37072,2328,3130,0.42,0.24,negative,40,Night,62,247.49,Medium,Route A,image
37578,104,6757,0.28,0.09,neutral,70,Morning,63,264.88,Low,Route A,text
27258,281,834,0.58,0.22,negative,35,Evening,169,216.85,High,Route C,text
34520,917,1014,0.57,0.05,positive,36,Morning,34,256.21,Low,Route A,image
21419,1819,3339,0.55,0.02,positive,27,Morning,114,179.46,High,Route A,text
8768,79,687,0.54,0.06,neutral,16,Evening,113,112.93,High,Route C,text
37691,2792,4448,0.37,0.08,neutral,56,Afternoon,119,285.53,High,Route C,text
37771,2982,1920,0.32,0.19,negative,35,Evening,45,233.59,Medium,Route A,text
4046,13,605,0.1,0.05,positive,17,Afternoon,63,17.71,Medium,Route C,image
30902,2869,3494,0.56,0.08,neutral,29,Afternoon,32,225.77,Low,Route A,text
33818,1945,4070,0.15,0.04,positive,60,Night,205,234.94,High,Route C,video
22255,890,2171,0.49,0.04,positive,34,Afternoon,108,175.55,High,Route C,text
39619,44,7073,0.55,0.04,neutral,59,Afternoon,50,329.62,Low,Route A,text
7867,649,170,0.38,0.02,positive,23,Afternoon,49,75.61,High,Route C,video
47073,2092,2846,0.33,0.04,neutral,55,Evening,74,306.29,Medium,Route B,text
28223,2241,1413,0.23,0.03,neutral,45,Evening,57,196.42,Medium,Route C,text
33081,1551,2165,0.28,0.07,neutral,37,Evening,24,195.82,Low,Route A,text
29809,915,2133,0.53,0.11,negative,44,Evening,117,242.5,High,Route C,video
12632,1162,1224,0.18,0.11,negative,10,Afternoon,18,91.14,Medium,Route B,text
44161,1043,4527,0.22,0.04,neutral,65,Evening,157,280.47,High,Route C,image
7428,75,426,0.58,0.2,negative,10,Evening,14,104.59,Low,Route C,spam
47240,2614,8200,0.5,0.15,negative,84,Morning,91,371.82,Medium,Route B,text
41096,423,3903,0.49,0.15,negative,49,Evening,46,300.24,Low,Route A,text
6382,96,674,0.37,0.02,positive,10,Night,75,83.97,High,Route B,text
18402,1800,1580,0.05,0.04,positive,14,Evening,46,113.09,Medium,Route C,image
22004,972,821,0.4,0.04,neutral,12,Afternoon,37,172.84,Medium,Route A,image
18739,773,1846,0.45,0.24,negative,23,Afternoon,71,154.36,High,Route C,text
28523,1183,4349,0.33,0.22,negative,27,Evening,60,220.1,Medium,Route A,image
25372,388,2339,0.23,0.05,positive,27,Night,25,162.25,Medium,Route C,text
48528,1841,2381,0.23,0.05,neutral,53,Morning,51,298.52,Medium,Route C,video
25572,631,3764,0.35,0.1,neutral,34,Night,43,190.7,Medium,Route C,video
6358,612,881,0.3,0.1,neutral,10,Night,35,60.03,High,Route C,spam
7060,655,634,0.52,0.1,negative,10,Night,45,108.98,High,Route C,text
3481,81,284,0.48,0.24,negative,10,Afternoon,24,86.71,Low,Route A,video
22709,1647,2563,0.3,0.08,neutral,19,Night,48,150.18,High,Route C,image
10533,217,247,0.5,0.04,positive,10,Morning,40,116.19,Medium,Route A,text
45213,3020,1471,0.54,0.04,positive,43,Evening,54,309.16,Low,Route C,text
3275,148,413,0.06,0.14,negative,14,Afternoon,32,27.06,Low,Route A,image
35048,862,2371,0.49,0.08,neutral,32,Evening,37,249.44,Low,Route A,text
3961,378,309,0.51,0.05,positive,10,Evening,59,75.12,High,Route C,video
39221,2144,7153,0.31,0.13,negative,62,Morning,66,310.82,Medium,Route B,video
18134,437,1281,0.41,0.09,neutral,15,Afternoon,74,152.75,Medium,Route A,text
6630,448,763,0.23,0.01,positive,11,Evening,40,81.54,High,Route B,text
28817,2854,5492,0.46,0.25,negative,40,Night,154,227.75,High,Route C,text
23139,409,2922,0.32,0.1,neutral,44,Evening,87,165.51,Medium,Route A,text
28878,1682,5253,0.6,0.04,positive,38,Evening,74,274.57,Medium,Route B,text
23887,33,3475,0.43,0.09,neutral,25,Morning,48,181.86,High,Route C,text
4071,222,482,0.44,0.1,neutral,10,Night,91,87.05,High,Route C,image
25669,805,607,0.13,0.03,neutral,25,Night,107,140.28,High,Route C,text
45101,1142,6235,0.27,0.2,negative,60,Morning,95,327.88,High,Route B,text
30424,2879,4450,0.47,0.09,neutral,37,Morning,87,257.64,Medium,Route A,text
22452,525,4489,0.47,0.18,negative,23,Afternoon,47,204.3,Low,Route B,text
40051,1024,2749,0.5,0.02,positive,45,Morning,33,273.97,Low,Route A,text
24126,1934,4689,0.42,0.05,positive,31,Night,17,221.28,Low,Route A,text
30328,935,1072,0.14,0.04,positive,37,Morning,24,181.45,Low,Route A,text
27128,1708,5237,0.32,0.04,positive,36,Morning,80,216.93,High,Route A,text
37039,760,1211,0.09,0.06,neutral,38,Afternoon,147,199.94,High,Route A,text
27882,2461,851,0.29,0.16,negative,44,Night,57,161.05,Medium,Route A,text
16649,575,2062,0.27,0.06,neutral,33,Morning,20,135.2,Low,Route A,text
1826,162,187,0.29,0.08,neutral,10,Evening,13,46.56,Low,Route B,text
37090,3568,1155,0.11,0.03,positive,25,Night,38,209.31,Medium,Route B,text
13128,1230,1545,0.22,0.02,positive,10,Morning,24,91.83,Low,Route B,spam
615,18,46,0.35,0.03,positive,10,Morning,32,33.41,Medium,Route C,video
34123,3310,3243,0.22,0.12,negative,31,Night,124,214.51,High,Route C,text
31835,850,4871,0.57,0.06,neutral,58,Morning,81,270.64,High,Route C,image
45952,4416,1233,0.45,0.02,positive,60,Night,47,296.52,Low,Route A,text
28246,1620,3698,0.36,0.09,neutral,29,Evening,34,207.34,Low,Route A,text
23584,1524,4378,0.08,0.22,negative,31,Night,41,154.43,Medium,Route A,text
7594,413,1084,0.33,0.04,positive,25,Night,64,91.88,Medium,Route A,spam
15843,307,2080,0.48,0.21,negative,10,Morning,35,135.99,Medium,Route B,text
24913,1889,1061,0.1,0.09,neutral,38,Night,185,127.47,High,Route C,text
49965,4918,7796,0.1,0.04,positive,60,Afternoon,171,340.8,High,Route C,text
38617,1111,7401,0.08,0.02,positive,67,Afternoon,55,294.8,Low,Route A,text
13967,359,1446,0.56,0.1,negative,10,Night,64,142.91,High,Route C,spam
36174,2648,782,0.1,0.01,positive,48,Night,40,200.11,Medium,Route A,text
40216,1106,7135,0.45,0.1,negative,73,Morning,173,304.5,High,Route C,text
5550,80,1075,0.08,0.03,positive,16,Evening,136,34.49,High,Route C,text
13587,1034,1812,0.27,0.05,positive,17,Morning,85,105.18,High,Route C,text
34851,2385,3738,0.45,0.06,neutral,31,Morning,74,248.55,Medium,Route A,text
37207,1710,5352,0.35,0.02,positive,64,Evening,71,289.4,Medium,Route C,spam
46128,3962,4975,0.14,0.09,neutral,46,Night,117,300.02,High,Route C,image
40836,1474,3554,0.07,0.09,negative,36,Morning,67,264.08,Medium,Route C,spam
15343,528,1796,0.6,0.04,positive,19,Afternoon,26,161.07,Low,Route A,text
11597,1083,993,0.24,0.02,positive,13,Morning,33,93.96,Medium,Route C,text
43059,2517,4837,0.18,0.02,positive,59,Night,60,295.97,Medium,Route A,image
9099,33,1775,0.31,0.22,negative,10,Afternoon,25,96.56,Medium,Route B,image
29729,506,1103,0.5,0.01,positive,26,Evening,64,216.09,High,Route C,text
29274,141,907,0.05,0.16,negative,23,Evening,49,173.92,Medium,Route A,text
43477,1044,2911,0.53,0.17,negative,59,Afternoon,54,293.41,Low,Route A,text
40717,3895,1193,0.35,0.04,neutral,38,Evening,26,240.23,Low,Route A,text
18626,1219,3546,0.25,0.04,positive,27,Afternoon,68,134.42,High,Route C,spam
33872,1972,6286,0.35,0.02,positive,47,Afternoon,100,279.72,High,Route C,text
20941,836,3256,0.21,0.23,negative,34,Afternoon,77,168.47,High,Route C,text
6904,426,1129,0.47,0.03,positive,10,Evening,38,92.75,Medium,Route B,text
7916,577,552,0.41,0.15,negative,10,Night,26,80.47,Medium,Route C,text
47392,3012,7467,0.45,0.09,negative,73,Evening,127,353.33,High,Route C,text
17666,101,1869,0.59,0.09,neutral,10,Night,35,174.09,Medium,Route C,text
10131,329,1349,0.57,0.09,neutral,25,Evening,29,129.84,Low,Route A,text
19750,1568,2659,0.46,0.04,positive,27,Morning,21,173.75,Medium,Route A,text
18362,362,3307,0.24,0.07,neutral,20,Morning,26,143.42,Low,Route B,image
28931,1734,3700,0.12,0.25,negative,26,Afternoon,74,204.53,High,Route B,spam
22936,1384,3366,0.52,0.04,positive,32,Afternoon,168,190.88,High,Route C,text
34836,954,6371,0.5,0.18,negative,42,Night,29,286.15,Low,Route B,text
29501,2348,3014,0.26,0.04,positive,45,Afternoon,38,197.27,Medium,Route C,text
14369,1115,979,0.49,0.02,positive,15,Night,17,141.88,Low,Route A,text
4174,96,535,0.1,0.18,negative,18,Night,128,32.05,High,Route C,video
11169,437,531,0.09,0.04,neutral,23,Evening,28,65.58,Medium,Route C,text
1443,143,166,0.52,0.07,neutral,10,Morning,44,55.55,Medium,Route C,text
34162,1352,1402,0.41,0.13,negative,49,Morning,30,243.95,Low,Route A,video
20134,1612,1080,0.58,0.08,neutral,10,Evening,21,153.98,Low,Route A,text
21825,165,1252,0.13,0.14,negative,37,Morning,31,146.67,Low,Route A,text
10590,35,1102,0.28,0.12,negative,19,Night,29,80.73,Medium,Route C,text
23314,771,2327,0.22,0.05,positive,22,Afternoon,64,167.96,High,Route A,spam
37011,3021,5430,0.17,0.06,neutral,65,Night,68,244.77,Medium,Route B,spam
14423,555,2150,0.07,0.21,negative,16,Evening,16,80.98,Low,Route A,text
20858,1493,3127,0.14,0.18,negative,26,Evening,35,145.15,Low,Route A,text
21721,183,1820,0.4,0.02,positive,29,Night,156,169.52,High,Route C,text
7010,426,248,0.29,0.01,positive,10,Morning,15,62.81,Low,Route A,image
30404,162,1531,0.32,0.02,positive,48,Evening,57,195.77,Low,Route A,text
15175,945,1079,0.58,0.04,positive,30,Morning,139,141.16,High,Route C,text
33527,894,6272,0.2,0.05,positive,38,Morning,82,267.83,High,Route B,image
6270,191,206,0.42,0.05,neutral,10,Evening,103,62.14,High,Route B,spam
5020,77,910,0.5,0.09,neutral,10,Evening,14,64.37,Low,Route A,image
9915,94,560,0.46,0.09,neutral,17,Night,35,95.38,Medium,Route B,text
12665,883,2396,0.07,0.06,neutral,33,Afternoon,142,93.03,High,Route A,text
30401,252,3329,0.13,0.04,positive,27,Morning,28,211.14,Medium,Route B,text
16642,1357,3024,0.33,0.07,neutral,24,Evening,108,132.06,High,Route A,text
2072,17,408,0.06,0.03,positive,10,Morning,55,37.44,Medium,Route A,image
2938,181,492,0.07,0.12,negative,10,Evening,135,10.34,High,Route A,spam
27666,829,2339,0.32,0.03,neutral,32,Night,55,174.43,Medium,Route A,text
30533,1389,891,0.44,0.05,positive,35,Morning,95,214.07,Medium,Route C,text
10295,159,217,0.36,0.07,neutral,13,Morning,41,96.78,Low,Route A,spam
34081,2421,1196,0.56,0.08,neutral,41,Afternoon,63,228.15,Medium,Route B,video
44978,2735,7377,0.29,0.08,neutral,57,Night,173,340.5,High,Route C,image
19584,1192,994,0.55,0.22,negative,23,Afternoon,21,177.43,Low,Route C,video
45319,2257,5956,0.22,0.01,positive,57,Morning,42,315.88,Low,Route A,text
42777,1424,7515,0.11,0.04,positive,68,Evening,36,301.99,Low,Route A,text
22261,1051,4339,0.11,0.04,positive,23,Night,65,183.44,Medium,Route B,text
47685,3256,1502,0.14,0.21,negative,51,Evening,77,285.27,Medium,Route C,text
19945,75,1522,0.52,0.21,negative,21,Morning,52,153.46,Medium,Route B,spam
25662,1236,4383,0.55,0.09,neutral,32,Morning,84,220.26,High,Route B,image
3357,36,293,0.12,0.18,negative,11,Evening,64,26.91,High,Route C,video
34787,1190,6074,0.18,0.07,neutral,40,Morning,28,242.74,Low,Route A,text
36750,863,6905,0.2,0.04,positive,46,Evening,65,259.73,Medium,Route A,image
40926,996,5545,0.22,0.08,neutral,53,Afternoon,55,268.65,Low,Route A,text
48491,663,3577,0.26,0.05,neutral,55,Evening,46,305.19,Low,Route A,spam
12995,543,1090,0.13,0.03,positive,20,Evening,38,99.81,Low,Route B,text
25369,992,4479,0.12,0.05,positive,30,Evening,57,185.36,High,Route B,video
46837,4055,3813,0.46,0.01,positive,57,Afternoon,60,323.25,Medium,Route A,image
21386,1253,1879,0.25,0.03,positive,31,Night,45,166.3,Low,Route A,text
12183,745,2087,0.12,0.09,neutral,22,Morning,25,98.1,Low,Route A,text
45465,281,929,0.11,0.19,negative,60,Morning,28,251.39,Low,Route A,text
31731,2352,3120,0.32,0.09,neutral,47,Morning,70,202.09,High,Route C,text
15573,72,2043,0.43,0.08,neutral,21,Morning,115,127.98,High,Route C,text
29590,678,3216,0.32,0.24,negative,48,Morning,137,200.31,High,Route C,text
21379,125,2003,0.41,0.14,negative,18,Afternoon,20,187.79,Low,Route C,text
41154,3236,2443,0.34,0.16,negative,56,Evening,50,276.48,Low,Route A,text
23003,948,741,0.11,0.04,positive,35,Evening,32,135.95,Low,Route A,video
13443,102,2502,0.51,0.01,positive,33,Evening,44,128.31,Medium,Route C,spam
5394,521,523,0.17,0.04,positive,10,Afternoon,12,30.35,Medium,Route A,text
24041,936,1626,0.36,0.03,positive,25,Afternoon,51,171.7,Low,Route A,text
35679,319,5378,0.15,0.09,negative,50,Evening,39,255.92,Medium,Route B,video
38869,1776,4537,0.1,0.03,positive,58,Afternoon,79,249.75,Medium,Route B,image
35578,2804,2484,0.57,0.02,positive,57,Evening,109,249.78,High,Route B,text
49978,4689,4541,0.34,0.17,negative,56,Night,63,320.67,Medium,Route A,image
6826,103,305,0.18,0.22,negative,22,Afternoon,21,53.74,Low,Route B,text
18563,903,3472,0.28,0.19,negative,30,Evening,68,159.03,Medium,Route A,text
8250,502,756,0.53,0.04,neutral,10,Afternoon,49,83.72,Medium,Route C,text
19236,110,1617,0.15,0.13,negative,16,Morning,79,126.29,High,Route B,spam
48044,770,2868,0.13,0.04,neutral,48,Afternoon,136,286.95,High,Route C,image
13339,412,516,0.6,0.03,positive,27,Night,33,115.61,Low,Route C,text
43854,381,5005,0.19,0.04,neutral,48,Afternoon,47,280.5,Medium,Route A,text
23506,1855,2833,0.27,0.04,positive,28,Afternoon,48,180.65,Medium,Route B,text
23904,383,3036,0.37,0.03,positive,32,Night,139,169.37,High,Route C,text
19427,1149,2211,0.29,0.11,negative,24,Evening,86,161.22,High,Route C,spam
22110,1832,2324,0.22,0.02,positive,41,Morning,47,165.51,Low,Route A,text
28260,1070,3198,0.05,0.21,negative,34,Night,136,162.4,High,Route B,text
8169,641,1093,0.14,0.04,positive,23,Morning,73,76.29,High,Route A,text
30715,2098,3308,0.58,0.01,positive,35,Morning,73,257.43,Medium,Route A,image
23089,797,1835,0.4,0.02,positive,38,Morning,52,171.68,Low,Route A,spam
37554,2335,4281,0.38,0.22,negative,36,Night,70,272.98,Medium,Route B,text
42738,406,5975,0.11,0.05,neutral,46,Afternoon,36,288.12,Low,Route A,text
29618,2318,3187,0.05,0.05,positive,33,Afternoon,33,181.0,Low,Route A,image
6132,263,663,0.17,0.05,neutral,10,Afternoon,22,69.87,Low,Route B,image
27486,2297,3453,0.3,0.08,neutral,41,Morning,79,195.34,High,Route C,text
45892,2868,9018,0.35,0.04,positive,68,Evening,79,347.08,Medium,Route B,text
14420,910,1329,0.55,0.04,positive,10,Afternoon,37,145.23,Low,Route A,video
24937,2454,4973,0.5,0.03,positive,32,Night,60,219.76,Medium,Route B,image
41077,917,7595,0.07,0.05,neutral,57,Morning,72,282.32,Medium,Route C,text
14522,852,1523,0.16,0.2,negative,27,Afternoon,142,102.4,High,Route C,text
4098,348,232,0.12,0.07,neutral,10,Night,110,26.77,High,Route C,image
25921,1479,1320,0.21,0.01,positive,19,Evening,106,163.07,High,Route C,text
13547,89,1612,0.54,0.18,negative,13,Evening,59,140.43,High,Route C,image
25987,2057,1729,0.59,0.05,neutral,20,Night,33,189.31,Low,Route A,video
36024,1996,6791,0.3,0.04,neutral,69,Afternoon,56,274.64,Medium,Route C,text
28073,343,5018,0.54,0.13,negative,41,Night,64,236.82,Medium,Route A,text
9600,684,1712,0.25,0.03,positive,10,Night,14,106.18,Low,Route A,text
42453,3384,1522,0.42,0.14,negative,40,Afternoon,20,268.4,Low,Route A,text
22637,1274,1868,0.47,0.03,neutral,40,Afternoon,157,162.56,High,Route A,text
29433,1010,2101,0.07,0.09,neutral,28,Afternoon,43,189.53,Medium,Route C,text
4405,38,121,0.6,0.15,negative,10,Morning,54,72.81,High,Route C,text
42601,1115,5609,0.23,0.11,negative,65,Night,21,286.76,Low,Route C,image
2628,251,372,0.42,0.08,neutral,10,Afternoon,24,76.01,High,Route C,image
1709,53,159,0.58,0.05,positive,10,Night,77,57.0,High,Route C,text
47563,14,6026,0.22,0.15,negative,56,Evening,85,336.72,High,Route C,text
41051,2106,4960,0.18,0.04,positive,53,Night,43,274.33,Low,Route A,spam
6302,296,433,0.09,0.04,neutral,10,Evening,70,64.61,High,Route B,spam
24758,2280,4441,0.34,0.04,positive,39,Afternoon,79,204.69,High,Route C,spam
5022,442,171,0.57,0.04,neutral,10,Morning,63,83.72,High,Route C,image
38748,3729,1915,0.42,0.05,neutral,47,Evening,117,241.58,High,Route C,text
5360,27,632,0.51,0.02,positive,10,Afternoon,15,79.56,Low,Route A,text
1696,23,251,0.18,0.07,neutral,10,Morning,48,18.27,Medium,Route B,text
23981,1749,4641,0.48,0.09,neutral,29,Afternoon,162,208.7,High,Route C,text
19849,1053,3831,0.51,0.09,neutral,39,Evening,20,192.52,Low,Route C,text
17297,1688,2027,0.33,0.02,positive,20,Afternoon,20,154.33,Medium,Route B,spam
29784,566,2399,0.46,0.06,neutral,49,Evening,50,207.05,Medium,Route B,spam
15504,1115,3020,0.35,0.16,negative,33,Afternoon,25,150.44,Low,Route A,image
25105,1428,1854,0.15,0.02,positive,17,Evening,141,163.81,High,Route C,image
8290,347,1531,0.49,0.04,positive,21,Evening,16,101.56,Low,Route A,text
45926,3298,2521,0.25,0.02,positive,58,Morning,43,290.8,Low,Route A,text
9592,827,581,0.27,0.03,positive,19,Morning,50,80.12,Medium,Route A,image
32778,3225,5892,0.33,0.11,negative,42,Night,65,271.95,Medium,Route A,text
38989,1862,6874,0.37,0.07,neutral,73,Night,111,313.29,High,Route B,image
15842,880,2430,0.27,0.04,neutral,14,Afternoon,26,112.56,Medium,Route A,text
41683,1371,5469,0.44,0.11,negative,60,Night,46,305.21,Low,Route C,text
42242,1582,1285,0.37,0.06,neutral,38,Morning,54,264.57,Medium,Route A,text
24312,1555,2176,0.37,0.02,positive,38,Night,79,182.37,High,Route C,spam
10497,1048,1027,0.35,0.2,negative,10,Evening,84,112.46,High,Route C,text
29228,2324,3489,0.39,0.01,positive,25,Night,37,204.85,Low,Route C,text
38839,1637,7166,0.26,0.03,positive,52,Night,156,307.23,High,Route C,text
48862,3394,7604,0.14,0.08,neutral,82,Afternoon,54,329.62,Low,Route A,text
38802,735,1811,0.54,0.09,neutral,48,Morning,33,275.42,Low,Route A,text
46171,2849,5016,0.3,0.07,neutral,64,Night,228,320.15,High,Route C,text
33966,2989,4054,0.39,0.2,negative,32,Night,78,249.89,High,Route A,text
20488,1760,3465,0.38,0.08,neutral,38,Afternoon,45,163.13,Medium,Route A,text
3827,366,551,0.15,0.14,negative,10,Evening,12,29.61,Low,Route B,text
9632,865,1020,0.11,0.03,positive,23,Night,26,62.54,Low,Route A,image
12358,358,616,0.43,0.08,neutral,20,Afternoon,22,124.06,Low,Route A,text
40532,2409,6462,0.08,0.07,neutral,45,Evening,141,291.1,High,Route C,image
13591,584,2679,0.31,0.04,neutral,36,Night,32,113.95,Medium,Route C,image
42161,990,3020,0.36,0.09,negative,50,Evening,38,273.4,Low,Route A,image
17246,847,1847,0.54,0.1,negative,35,Evening,26,140.09,Low,Route A,spam
37653,414,4465,0.36,0.16,negative,54,Night,28,265.66,Low,Route B,image
8391,584,1188,0.15,0.05,positive,20,Morning,19,73.05,Low,Route C,text
44601,4351,5196,0.26,0.24,negative,59,Afternoon,46,304.85,Medium,Route C,text
16731,697,3092,0.25,0.02,positive,12,Morning,11,155.89,Low,Route A,video
42031,675,5180,0.58,0.04,neutral,59,Evening,63,322.51,Low,Route A,image
4956,124,392,0.2,0.18,negative,17,Evening,120,32.87,High,Route B,text
42596,2983,6028,0.47,0.15,negative,47,Night,103,338.54,High,Route B,text
7005,332,165,0.24,0.03,positive,10,Afternoon,28,53.67,Low,Route A,text
25209,48,847,0.5,0.21,negative,26,Night,42,199.11,Low,Route A,text
16848,1655,2023,0.46,0.05,neutral,26,Night,76,166.33,Medium,Route B,text
36950,936,4818,0.27,0.02,positive,59,Evening,182,271.03,High,Route A,spam
36381,1038,3822,0.4,0.16,negative,57,Morning,29,254.29,Low,Route A,spam
9748,957,1817,0.33,0.13,negative,11,Night,34,110.14,Low,Route A,image
44729,1250,3360,0.22,0.09,neutral,60,Night,36,263.92,Low,Route B,text
31281,1928,5523,0.53,0.05,neutral,53,Evening,50,261.05,Medium,Route B,text
41376,1584,1165,0.55,0.09,neutral,30,Morning,18,291.27,Low,Route A,image
21180,1665,3446,0.05,0.23,negative,28,Morning,54,155.91,High,Route A,text
29084,130,603,0.39,0.16,negative,20,Afternoon,26,195.76,Low,Route A,image
2445,62,286,0.16,0.03,positive,10,Evening,101,46.14,High,Route B,video
3375,109,189,0.5,0.2,negative,10,Evening,37,70.31,Low,Route A,text
9203,903,1434,0.18,0.05,positive,15,Morning,31,85.62,Low,Route A,text
16396,1089,2351,0.51,0.05,positive,27,Morning,41,167.13,Medium,Route A,image
41083,3719,3797,0.1,0.04,positive,41,Morning,34,251.82,Low,Route B,spam
6850,299,884,0.18,0.03,positive,10,Evening,41,50.84,Medium,Route A,text
8823,648,1226,0.19,0.08,neutral,10,Afternoon,23,91.08,Low,Route A,image
41485,48,1126,0.55,0.17,negative,38,Afternoon,97,265.43,High,Route C,image
40845,514,1869,0.13,0.03,positive,57,Afternoon,34,221.5,Low,Route A,video
27844,445,3305,0.1,0.03,positive,43,Morning,176,195.75,High,Route A,text
19220,33,3682,0.55,0.03,positive,25,Afternoon,139,195.66,High,Route C,video
37408,2901,1300,0.12,0.03,neutral,31,Evening,28,207.96,Low,Route A,image
26693,2348,4777,0.41,0.12,negative,40,Morning,22,224.52,Low,Route A,text
42485,4100,4023,0.13,0.02,positive,60,Afternoon,150,253.22,High,Route A,text
23986,1419,3602,0.41,0.24,negative,46,Afternoon,67,196.47,Medium,Route A,text
5896,334,358,0.5,0.06,neutral,10,Night,42,65.34,High,Route C,text
27659,1376,3010,0.46,0.01,positive,29,Afternoon,81,223.87,Medium,Route C,image
30893,2534,638,0.47,0.04,positive,26,Morning,28,193.51,Low,Route C,text
12563,364,593,0.44,0.14,negative,21,Morning,75,108.13,High,Route B,image
28377,918,3519,0.58,0.08,neutral,39,Night,142,229.39,High,Route C,text
2985,158,243,0.59,0.03,positive,10,Afternoon,75,88.84,High,Route C,image
48956,4086,1571,0.27,0.09,neutral,57,Afternoon,63,282.32,Medium,Route B,image
7409,459,650,0.34,0.12,negative,10,Afternoon,60,68.73,High,Route C,video
49438,310,2656,0.23,0.07,neutral,56,Afternoon,41,314.31,Low,Route C,image
14566,678,2790,0.05,0.11,negative,16,Morning,27,97.98,Low,Route C,text
39585,2192,1701,0.54,0.02,positive,39,Evening,33,276.58,Low,Route A,text
33213,1332,5926,0.17,0.01,positive,37,Night,33,257.9,Medium,Route A,spam
9864,586,766,0.06,0.07,neutral,11,Night,68,48.98,High,Route C,text
5678,261,390,0.37,0.11,negative,10,Night,38,74.31,Medium,Route B,text
48143,1375,6044,0.27,0.07,neutral,72,Morning,63,336.96,Low,Route A,text
39357,2660,3631,0.57,0.21,negative,35,Morning,19,296.04,Low,Route A,spam
14116,230,937,0.53,0.22,negative,16,Night,84,149.46,High,Route C,text
43618,2647,936,0.18,0.22,negative,41,Morning,112,246.22,High,Route C,text
33336,2741,1846,0.52,0.03,neutral,41,Evening,41,247.94,Low,Route A,text
31530,77,674,0.19,0.1,neutral,18,Afternoon,118,198.97,High,Route C,video
46918,342,4864,0.32,0.07,neutral,75,Evening,87,334.53,Medium,Route A,text
17850,1412,614,0.34,0.2,negative,29,Afternoon,19,113.3,Low,Route B,text
17487,339,2606,0.2,0.08,neutral,13,Afternoon,65,119.25,Medium,Route C,text
26256,1681,2495,0.4,0.11,negative,40,Night,118,215.82,High,Route C,image
43856,3721,7434,0.24,0.2,negative,59,Afternoon,62,316.71,Medium,Route B,text
27782,2311,2276,0.25,0.08,neutral,41,Afternoon,69,199.3,Medium,Route B,image
11709,913,316,0.43,0.04,positive,10,Night,17,102.61,Low,Route A,image
46098,1417,3540,0.48,0.04,neutral,71,Evening,40,307.86,Low,Route A,text
36220,772,3415,0.14,0.18,negative,48,Night,26,231.24,Low,Route C,text
24056,207,2651,0.57,0.04,positive,34,Morning,79,217.12,Medium,Route B,text
40152,1433,7766,0.13,0.05,positive,66,Afternoon,80,294.06,High,Route A,image
41948,121,5863,0.48,0.14,negative,60,Night,139,318.81,High,Route C,text
9985,225,1980,0.47,0.21,negative,10,Night,30,112.62,Medium,Route A,text
2998,236,355,0.13,0.01,positive,10,Night,80,42.16,High,Route B,text
42994,94,7663,0.2,0.07,neutral,51,Afternoon,37,315.24,Low,Route A,text
22965,344,3602,0.29,0.08,negative,46,Evening,35,175.6,Low,Route C,video
16498,1503,2431,0.6,0.03,positive,25,Afternoon,21,155.5,Medium,Route B,text
39524,2771,7321,0.45,0.1,neutral,54,Night,65,311.65,Medium,Route B,text
40402,3489,6037,0.28,0.07,neutral,49,Morning,30,275.3,Low,Route A,text
18896,495,3721,0.22,0.23,negative,30,Morning,60,165.8,High,Route A,text
44127,1152,6448,0.37,0.09,negative,57,Afternoon,54,338.11,Low,Route A,text
38502,871,6116,0.35,0.04,positive,55,Morning,153,270.29,High,Route C,text
40833,1783,4671,0.16,0.18,negative,56,Morning,31,255.54,Low,Route B,text
32666,1945,695,0.57,0.05,neutral,46,Afternoon,112,237.1,High,Route C,text
26528,2423,2956,0.45,0.01,positive,22,Afternoon,90,196.84,High,Route C,text
18967,821,2973,0.35,0.04,neutral,17,Morning,56,166.36,Medium,Route C,text
16475,552,361,0.17,0.05,neutral,10,Afternoon,84,102.43,High,Route C,text
27010,1412,839,0.38,0.02,positive,29,Evening,37,169.22,Low,Route A,spam
41425,1340,7925,0.09,0.07,neutral,54,Afternoon,23,278.4,Low,Route B,spam
35621,475,4334,0.14,0.03,positive,48,Morning,98,244.52,Medium,Route A,text
36939,1319,1355,0.14,0.01,positive,53,Evening,103,230.79,High,Route C,text
24306,1070,1355,0.56,0.08,neutral,29,Afternoon,26,184.28,Low,Route B,video
